id,name,original_title,original_language,overview,genres,status,popularity,adult,vote_average,vote_count,release_date
1233,Ninotchka,Ninotchka,en,"A stern Russian woman sent to Paris on official business finds herself attracted to a man who represents everything she is supposed to detest.","[{""id"":35,""name"":""Comedy""},{""id"":10749,""name"":""Romance""}]",Released,10.794,,7.491,378,1939-11-23
1234,"And the Violins Stopped Playing","And the Violins Stopped Playing",en,"This is the true story about a group of Romani's (gypsy) in occupied Poland during World War II as they confront the atrocities and tragedies of a forgotten holocaust.","[{""id"":10752,""name"":""War""},{""id"":18,""name"":""Drama""}]",Released,1.693,,7.5,6,1988-01-01
1235,"Take The Bridge","Take The Bridge",en,"Take The Bridge is a 2007 independent film from Sergio M. Castilla about four young adults who all try to commit suicide on the same day and how they meet up and become friends. The film Premiering at the 2007 Tribeca Film Festival.","[{""id"":18,""name"":""Drama""}]",Released,0.669,,10,1,2007-01-01
1236,"Berlin Tunnel 21","Berlin Tunnel 21",en,"In Berlin in 1961, an American soldier and a German engineer join forces to build a tunnel under the Berlin Wall in order to smuggle out refugees, including the soldier's East German girlfriend.","[{""id"":18,""name"":""Drama""},{""id"":10770,""name"":""TV Movie""}]",Released,1.613,,6.5,6,1981-03-25
1237,Sunflower,"I girasoli",it,"After World War II, a woman refuses to believe her husband, missing on the Russian front, is dead. Flashbacks reveal their brief courtship and marriage. Years later, she travels to Russia with his photo, determined to find him. What will she discover?","[{""id"":18,""name"":""Drama""},{""id"":10752,""name"":""War""}]",Released,11.008,,7.538,160,1970-03-14
1238,Hello-Goodbye,Hello-Goodbye,en,"A car salesman journeys to France and encounters an apparently lonely woman. He immediately begins to successfully woo her only to learn that she is actually a baron's wife. Fortunately, the baron believes in open marriages and winds up hiring the Englishman to teach his son (from an earlier marriage) everything about automobiles. Meanwhile the car salesman finds himself falling seriously in love with the wife. The baron really doesn't mind as he himself is involved with another.","[{""id"":35,""name"":""Comedy""}]",Released,2.162,,5.9,8,1970-07-12
1239,"Pirates of the Caribbean: On Stranger Tides","Pirates of the Caribbean: On Stranger Tides",en,"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.","[{""id"":12,""name"":""Adventure""},{""id"":28,""name"":""Action""},{""id"":14,""name"":""Fantasy""}]",Released,113.155,,6.554,13926,2011-05-15
1240,"Ankle Bone",L'Astragale,fr,"While escaping from prison to be with her lesbian friend, a 19-year-old girl breaks her ankle and is picked up by an ex-con, with whom she begins a passionate affair. She finally turns to prostitution and robbery to support herself.","[{""id"":80,""name"":""Crime""},{""id"":18,""name"":""Drama""}]",Released,1.64,,4.8,11,1968-12-19
1241,"Fantomas Unleashed","Fantômas se déchaîne",fr,"In the second episode of the trilogy Fantômas kidnaps distinguished scientist professor Marchand with the aim to develop a super weapon that will enable him to menace the world. Fantômas is also planning to abduct a second scientist, professor Lefebvre.","[{""id"":35,""name"":""Comedy""},{""id"":80,""name"":""Crime""},{""id"":12,""name"":""Adventure""},{""id"":14,""name"":""Fantasy""}]",Released,20.413,,6.764,510,1965-12-08
1242,Fantomas,Fantômas,fr,"Fantômas is a man of many disguises. He uses maquillage as a weapon. He can impersonate anyone using an array of masks and can create endless confusion by constantly changing his appearance.","[{""id"":35,""name"":""Comedy""},{""id"":80,""name"":""Crime""},{""id"":12,""name"":""Adventure""}]",Released,11.067,,6.842,721,1964-11-04
1243,"Rise: Blood Hunter","Rise: Blood Hunter",en,"A reporter on the trail of a sinister cult wakes up in a morgue to find herself a member of the undead. She goes on a personal vendetta for a group a cultists that are responsible for her death.","[{""id"":28,""name"":""Action""},{""id"":12,""name"":""Adventure""},{""id"":27,""name"":""Horror""},{""id"":53,""name"":""Thriller""}]",Released,12.695,,5.368,269,2007-04-28
1244,"Beyond Rangoon","Beyond Rangoon",en,"Dr. Laura Bowman is a young widow who's unwittingly drawn into political turmoil while vacationing in Burma in the late 1980s. Bowman initially left San Francisco with her sister in an attempt to escape painful memories of her husband and son's violent deaths. But her fight to escape to Thailand could prove just as harrowing.","[{""id"":18,""name"":""Drama""},{""id"":53,""name"":""Thriller""}]",Released,5.533,,6.6,80,1995-05-24
1245,"Goodbye Bafana","Goodbye Bafana",en,"The true story of a white South African racist whose life was profoundly altered by the black prisoner he guarded for twenty years. The prisoner's name was Nelson Mandela.","[{""id"":36,""name"":""History""},{""id"":18,""name"":""Drama""}]",Released,6.391,,6.853,150,2007-02-11
1246,"Fantomas vs. Scotland Yard","Fantômas contre Scotland Yard",fr,"In the third and final episode of the trilogy, Fantômas imposes a head tax on the rich, threatening to kill those who do not comply.","[{""id"":35,""name"":""Comedy""},{""id"":80,""name"":""Crime""},{""id"":12,""name"":""Adventure""},{""id"":14,""name"":""Fantasy""}]",Released,11.918,,6.737,510,1967-03-16
1247,"The Penalty King","The Penalty King",en,"Lee, a soccer player who descends into depression when he goes blind, is encouraged to take up the game again by a maverick American and the inspiration of Leeds Utd legend, Billy Bremner.","[{""id"":18,""name"":""Drama""},{""id"":27,""name"":""Horror""},{""id"":35,""name"":""Comedy""}]",Released,0.77,,5,2,2006-11-07
1248,"Doctor Mordrid","Doctor Mordrid",en,"Bound by hate and a mystical amulet that holds the powers of life and death, two immortal wizards meet for the last time in an ancient struggle of good versus evil.","[{""id"":14,""name"":""Fantasy""},{""id"":28,""name"":""Action""},{""id"":53,""name"":""Thriller""},{""id"":878,""name"":""Science Fiction""},{""id"":27,""name"":""Horror""}]",Released,5.167,,5.3,55,1992-11-02
1249,"Fear and Loathing in Las Vegas","Fear and Loathing in Las Vegas",en,"Raoul Duke and his attorney Dr. Gonzo drive a red convertible across the Mojave desert to Las Vegas with a suitcase full of drugs to cover a motorcycle race. As their consumption of drugs increases at an alarming rate, the stoned duo trash their hotel room and fear legal repercussions. Duke begins to drive back to L.A., but after an odd run-in with a cop, he returns to Sin City and continues his wild drug binge.","[{""id"":12,""name"":""Adventure""},{""id"":18,""name"":""Drama""},{""id"":35,""name"":""Comedy""}]",Released,30.672,,7.208,4563,1998-05-19
1250,"Guess Who's Coming to Dinner","Guess Who's Coming to Dinner",en,"A couple's attitudes are challenged when their daughter brings home a fiancé who is black.","[{""id"":18,""name"":""Drama""},{""id"":10749,""name"":""Romance""}]",Released,14.64,,7.6,815,1967-12-11
1251,"Red Dawn","Red Dawn",en,"It is the dawn of World War III. In mid-western America, a group of teenagers band together to defend their town—and their country—from invading Soviet forces.","[{""id"":28,""name"":""Action""},{""id"":53,""name"":""Thriller""},{""id"":10752,""name"":""War""},{""id"":18,""name"":""Drama""},{""id"":878,""name"":""Science Fiction""}]",Released,23.551,,6.29,787,1984-08-10
1252,"Les yeux dans les Bleus","Les yeux dans les Bleus",fr,"This documentary follows the French soccer team on their way to victory in the 1998 World Cup in France. Stéphane Meunier spent the whole time filming the players, the coach and some other important characters of this victory, giving us a very intimate and nice view of them, as if we were with them.","[{""id"":99,""name"":""Documentary""}]",Released,2.701,,7.4,39,1998-07-14
1253,"The Men","The Men",en,"Ken, a WWII GI, returns home after he's paralyzed in battle. Residing in the paraplegic ward of a veteran's hospital and embittered by his condition, he refuses to see his fiancée and sinks into a solitary world of hatred and hostility. Head physician, Dr. Brock cajoles the withdrawn Ken into the life of the ward, where fellow patients Norm, Leo and Angel begin to pull him out of his spiritual dilemma.","[{""id"":18,""name"":""Drama""}]",Released,9.471,,6.973,74,1950-08-25
1254,"Malcolm X","Malcolm X",en,"A tribute to the controversial black activist and leader of the struggle for black liberation. He hit bottom during his imprisonment in the '50s, he became a Black Muslim and then a leader in the Nation of Islam. His assassination in 1965 left a legacy of self-determination and racial pride.","[{""id"":18,""name"":""Drama""},{""id"":36,""name"":""History""}]",Released,23.144,,7.5,1627,1992-11-18
1255,"The Ewok Adventure","The Ewok Adventure",en,"Wicket the Ewok and his friends agree to help two shipwrecked human children, Mace and Cindel, on a quest to find their parents.","[{""id"":12,""name"":""Adventure""},{""id"":10751,""name"":""Family""},{""id"":14,""name"":""Fantasy""},{""id"":878,""name"":""Science Fiction""},{""id"":10770,""name"":""TV Movie""}]",Released,11.38,,5.901,362,1984-11-25
1256,"The Karate Kid","The Karate Kid",en,"Daniel moves to Los Angeles with his mother, Lucille, and soon strikes up a relationship with Ali. He quickly finds himself the target of bullying by a group of high school students, led by Ali's ex-boyfriend Johnny, who study karate at the Cobra Kai dojo under ruthless sensei, John Kreese. Fortunately, Daniel befriends Mr. Miyagi, an unassuming repairman who just happens to be a martial arts master himself. Miyagi takes Daniel under his wing, training him in a more compassionate form of karate for self-defense and later, preparing him to compete against the brutal Cobra Kai.","[{""id"":28,""name"":""Action""},{""id"":18,""name"":""Drama""},{""id"":10751,""name"":""Family""}]",Released,64.45,,7.188,4132,1984-06-22
1257,"Marie Antoinette","Marie Antoinette",en,"The retelling of France’s iconic but ill-fated queen, Marie Antoinette. From her betrothal and marriage to Louis XVI at 15 to her reign as queen at 19 and ultimately the fall of Versailles.","[{""id"":18,""name"":""Drama""},{""id"":36,""name"":""History""}]",Released,17.189,,6.7,2702,2006-05-24
1258,"The Fortune Cookie","The Fortune Cookie",en,"A cameraman is knocked over during a football game. His brother-in-law, as the king of the ambulance-chasing lawyers, starts a suit while he's still knocked out. The cameraman is against it until he hears that his ex-wife will be coming to see him. He pretends to be injured to get her back, but also sees what the strain is doing to the football player who injured him.","[{""id"":35,""name"":""Comedy""}]",Released,8.448,,7.19,300,1966-10-19
1259,"Place Your Bets, Ladies","Faites vos jeux, mesdames",fr,"A famous American secret service agent tries to rescue a German 17-year-old prodigy scientist who has been captured by the Russians.","[{""id"":35,""name"":""Comedy""}]",Released,1.455,,4,2,1965-04-05
1260,"Children of a Lesser God","Children of a Lesser God",en,"Starting his new job as an instructor at a New England school for the deaf, James Leeds meets Sarah Norman, a young deaf woman who works at the school as a member of the custodial staff. In spite of Sarah's withdrawn emotional state, a romance slowly develops between the pair.","[{""id"":18,""name"":""Drama""},{""id"":10749,""name"":""Romance""}]",Released,12.596,,6.906,310,1986-09-13
